"Provider_Number","Location","County","Address","City","State","Zip","MailingAddress","MailingCity","MailingState","MailingZip","Email","Phone","LicenseCapacity","Operation_Months","Operation_Days","Hours_Open","Hours_Close","Infant_0_To_12mos","Toddler_13mos_To_2yrs","Preschool_3yrs_To_4yrs","Pre_K_Served","School_Age_5yrs_Plus","Ages_Other_Than_Pre_K_Served","CAPS_Enrolled","Has_Evening_Care","Has_Drop_In_Care","Has_School_Age_Summer_Care","Has_Transport_ToFrom_School","Has_Transport_ToFrom_Home","Has_Cacfp","Accreditation_Status","Program_Type","Provider_Type","Exemption_Category","Available_PreK_Slots","Funded_PreK_Slots","QR_Participant","QR_Rated","QR_Rating","Region","IsTemporarilyClosed","TemporaryClosure_StartDate","TemporaryClosure_EndDate","CurrentProgramStatus"
"CCLC-46383","Inspiring Scholars Academy at Winston","Douglas","13671 Veterans Memorial Highway","Winston","GA","30187","13671 Veterans Memorial Highway","Winston","GA","30187","Danielle@Inspiringscholars.com","(678) 561-7458","192","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","7:00 PM","True","True","True","True","True","True","True","False","False","True","True","True","True","","Child Care Learning Center","CCLC","","40","40","True","True","3","CW","False","","","Open"
"CCLC-23880","Intelli-Kids","Laurens","2622 Moore Station Road","Dublin","GA","31021","2622 Moore Station Road","Dublin","GA","31021","deejharrell@gmail.com","(478) 274-1453","214","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","5:30 AM","6:30 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","0","20","True","True","2","SE","False","","","Open"
"CCLC-66375","Intentionally Great, Inc. dba Intentionally Great Learning Center","Rockdale","1136 Dogwood Dr SE","Conyers","GA","30012","1136 Dogwood Dr SE","Conyers","GA","30012","tdennard731@gmail.com","(678) 507-8570","87","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:30 PM","False","False","True","False","True","True","True","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","1","CE","False","","","Open"
"CCLC-36868","International Academia of Smyrna","Cobb","3551 North Cooper Lake Road","Smyrna","GA","30082","3551 North cooper lake rd","Smyrna","GA","30082","amanda@iaofsmyrna.com","(678) 653-8419","102","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","False","True","False","False","False","True","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","CW","False","","","Open"
"LSS-1253","International Academy at Blue Ridge","Whitfield","100 Bogle Street","Dalton","GA","30721","PO Box 1408","Dalton","GA","30722-1408","ali.finley@dalton.k12.ga.us","(706) 260-2700","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","","Local School System","LSS","","60","60","False","False","","NE","False","","","Open"
"EX-48579","International Academy of Smyrna","Cobb","2144 South Cobb Drive","Smyrna","GA","30080","2144 South Cobb Drive","Smyrna","GA","30080","Tonicka.Lewis@iasmyrna.org","(678) 370-0980","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","False","False","False","False","False","False","False","False","True","False","False","False","False","","Exempt Only","EXMT","Government","6","60","False","False","","CW","False","","","Open"
"EX-51691","International Charter School of Atlanta Afterschool Program","Fulton","1675 Hembree Road","Alpharetta","GA","30009","1675 Hembree Road","Alpharetta","GA","30009","Aleshia.brown@icsatlanta.org","(470) 222-7382","","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","2:30 PM","6:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NW","False","","","Open"
"EX-46540","International Charter School of Atlanta ASP After School Program","Fulton","1335 Northmeadow Parkway","Roswell","GA","30076","1335 Nothmeadow Parkway","Roswell","GA","30076","tanya.parker@icsatlanta.org","(470) 222-7420","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","7:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","NW","False","","","Open"
"EX-45135","International Community School, Inc.","DeKalb","2418 Wood Trail Lane","Decatur","GA","30033","2418 Wood Trail Lane","Decatur","GA","30033","fran.carroll@icsgeorgia.org","(678) 263-0178","","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","3:30 PM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","CE","False","","","Open"
"CCLC-63879","International Montessori Academy/Cadence Education","Fulton","1240 Euclid Ave","Atlanta","GA","30307","1240 Euclid Ave","Atlanta","GA","30307","hos.euclid@cadence-academy.com","(404) 474-6375","202","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","False","False","","NW","False","","","Open"
"CCLC-52500","International Montessori School Auburn","Barrow","33 Hills Shop Road","Auburn","GA","30011","33 Hills Shop Road","Auburn","GA","30011","info@imsauburn.com","(770) 963-3052","86","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","NE","False","","","Open"
"CCLC-53686","International Preparatory Academy","DeKalb","4138 Snapfinger Woods Dr.","Decatur","GA","30035","4138 Snapfinger Woods Dr.","Decatur","GA","30035","intlprepacademy@gmail.com","(404) 288-7992","112","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 PM","True","True","True","True","True","True","True","False","True","False","True","True","True","","Child Care Learning Center","CCLC","","19","40","True","True","2","CE","False","","","Open"
"CCLC-39181","International Preparatory Academy II","DeKalb","10B Friendly Hills","Decatur","GA","30035","4138 Snapfinger Woods Drive","Decatur","GA","30035","Intlprepacademy@gmail.com","(770) 981-1115","18","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:00 AM","6:00 AM","True","True","True","False","True","True","True","True","True","True","True","True","True","","Child Care Learning Center","CCLC","","N/A","","True","True","3","CE","False","","","Open"
"CCLC-50243","International Preparatory Academy III","DeKalb","2541 Glenvalley Drive","Decatur","GA","30032","2541 Glenvalley Dr","Decatur","GA","30032","intlprepacademy@gmail.com","(404) 289-8666","125","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA,SU","12:00 AM","11:59 PM","True","True","True","False","True","True","True","True","True","False","True","True","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","CE","False","","","Open"
"EX-50816","Into the Light Ballet","Henry","1356 McDonough Place","McDonough","GA","30253","1356 McDonough Place","McDonough","GA","30253","intothelightballet@yahoo.com","(678) 357-1535","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR,SA","8:00 AM","5:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"EX-53611","InTown Day Camp","Rockdale","1745 Hwy 138 SE","Conyers","GA","30013","1745 Highway 138","Conyers","GA","30028","peytonwilliams@teachustaffingllc.com","(800) 730-1157","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","4:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CE","False","","","Open"
"CCLC-39270","Intown Jewish Preschool","Fulton","604 Cooledge Avenue, NE","Atlanta","GA","30306","604 Cooledge Avenue, NE","Atlanta","GA","30306","rabbi@chabadintown.org","(404) 898-0438","111","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","9:00 AM","1:00 PM","True","True","True","False","True","True","False","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","False","","NW","False","","","Open"
"EX-51756","Intown Stars Gymnastics","DeKalb","2935 North Decatur Road","Decatur","GA","30033","1201 Clifton Road","Atlanta","GA","30033","anna@intownstarsgymnastics.com","(404) 330-8988","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","6:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CE","False","","","Open"
"CCLC-39619","INtrinsic Scholars Academy","Cobb","3492 Acworth Due West Road","Kennesaw","GA","30144","3492 Acworth Due West Road","Kennesaw","GA","30144","office@intrinsicscholars.com","(678) 401-8527","193","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","6:30 AM","6:30 PM","True","True","True","True","True","True","True","False","True","True","False","False","True","","Child Care Learning Center","CCLC","","0","60","True","True","1","CW","False","","","Open"
"EX-53839","Invictus Academy","Cook","310 North Martin Luther King Jr. Drive","Adel","GA","31620","310 North Martin Luther King Jr. Drive","Adel","GA","31620","info@thalpein.com","(678) 718-7215","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,OtherSchoolBreak","MO,TU,WE,TH,FR","7:30 AM","6:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SW","False","","","Open"
"LSS-54825","Irish Gifted Academy","Laurens","1127 Hillcrest Parkway","Dublin","GA","31021","1127 Hillcrest Parkway","Dublin","GA","31021","matt.taylor@dcsirish.com","(478) 353-8450","","","","","","False","False","False","True","False","False","False","False","False","False","False","True","False","","Local School System","LSS","","40","40","False","False","","SE","False","","","Open"
"CCLC-65595","Irwin County Head Start","Irwin","517 E. 4th Street","Ocilla","GA","31774","517 E. 4th Street","Ocilla","GA","31774","sdrew@cpheadstart.org","(229) 468-5712","37","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:00 AM","4:30 PM","False","False","True","False","False","True","False","False","False","False","False","False","True","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SW","False","","","Open"
"EX-62149","Irwin County Hospital Authority","Irwin","710 N. Irwin Ave. ","Ocilla","GA","31774","710 N. Irwin Ave. ","Ocilla","GA","31774","kcarver@irwincntyhospital.com","(229) 468-3846","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","7:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","SW","False","","","Open"
"LSS-718","Irwin County Pre-K Program","Irwin","210 N Apple Street/P.O. Box 225","Ocilla","GA","31774-0225","210 N Apple Street/P.O. Box 225","Ocilla","GA","31774-0225","cwalker@irwin.k12.ga.us","(229) 468-9476","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","","Local School System","LSS","","0","80","False","False","","SW","False","","","Open"
"EX-44930","Isaiah Rowe Foundation Learning Center","Fulton","743 Virginia Avenue","Atlanta","GA","30306","873 Redwood Drive","Norcross","GA","30096","irfnonprofit@gmail.com","(770) 820-1419","","MAY,JUN,JUL,AUG","MO,TU,WE,TH,FR,SA","6:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-49684","Islands High School Athletics","Chatham","170 Whitemarsh Island Road","Savannah","GA","31410","170 Whitemarsh Island Road","Savannah","GA","31410","robert.zoller@sccpss.com","(912) 395-2000","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH","2:30 PM","6:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Government","N/A","","False","False","","SE","False","","","Open"
"EX-42808","Islands YMCA","Chatham","66 Johnny Mercer Boulevard","Savannah","GA","31410","P.O. Box 14142","Savannah","GA","31416","baker.mckay@ymcaofcoastalga.org","(912) 897-1192","","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","False","False","False","False","False","False","True","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SE","False","","","Open"
"CCLC-4122","Islands YMCA Fun Club","Chatham","66 Johnny Mercer Boulevard","Savannah","GA","31410","66 Johnny Mercer Blvd","Savannah","GA","31410","max.miller@ymcaofcoastalga.org","(912) 897-1192","130","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:30 PM","False","False","True","False","True","True","True","False","False","False","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","2","SE","False","","","Open"
"CCLC-2187","Isle Of Hope Baptist Child Development Center","Chatham","22 Rose Avenue","Savannah","GA","31406","22 Rose Avenue","Savannah","GA","31406","info@iohbaptistcdc.com","(912) 355-9683","235","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","5:00 PM","True","True","True","False","True","True","True","False","False","True","False","False","False","","Child Care Learning Center","CCLC","","N/A","","True","True","3","SE","False","","","Open"
"LSS-17887","Isle of Hope Elementary","Chatham","100 Parkersburg Rd.","Savannah","GA","31406","100 Parkersburg Rd.","Savannah","GA","31406","antonio.byrd@sccpss.com","(912) 395-6555","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","GAC","Local School System","LSS","","40","40","False","False","","SE","False","","","Open"
"EX-53482","Isle of Hope United Methodist Church","Chatham","412 Parkersburg Road","Savannah","GA","31406","412 Parkersburg Road","Savannah","GA","31406","cruehl@iohumc.com","(912) 355-8527","","JAN,FEB,MAR,APR,MAY,JUN,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","8:30 AM","2:30 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","SE","False","","","Open"
"FR-9900102825","Isom, Jennifer F.","Fulton","2970 Creel Road","College Park","GA","30349","2970 Creel Road","College Park","GA","30349","JENNIFER.ISOM@YAHOO.COM","(770) 994-1009","6","JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:00 AM","6:00 PM","True","True","True","False","True","True","False","False","True","True","False","False","True","","Family Child Care Learning Home","FCCLH","","N/A","","True","False","","NW","False","","","Open"
"LSS-28462","Ison Springs Elementary","Fulton","8261 Ison Road","Sandy Springs","GA","30350","8261 Ison Road","Sandy Springs","GA","30350","leeld@fultonschools.org","(470) 254-4020","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","0","40","False","False","","NW","False","","","Open"
"LSS-1376","Ithica Elementary","Carroll","75 Whitworth Rd.","Villa Rica","GA","30180","75 Whitworth Rd.","Villa Rica","GA","30180","angela.hopewell@carrollcountyschools.com","(678) 840-5101","0","JAN,FEB,MAR,APR,MAY,AUG,SEP,OCT,NOV,DEC","MO,TU,WE,TH,FR","7:30 AM","3:00 PM","False","False","False","True","False","False","False","False","False","False","True","True","False","SACS","Local School System","LSS","","40","40","False","False","","CW","False","","","Open"
"EX-62914","Its Time4Homeschool","Paulding","76 Highland Pavilion Ct","Hiram","GA","30141","76 Highland Pavilion Ct","Hiram","GA","30141","info@itstime4homeschool.com","(833) 997-8326","","JUN,JUL,AUG,OtherSchoolBreak","MO,TU,WE,TH,FR","8:00 AM","6:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
"EX-58483","Ivy Bridge Academy","Fulton","10700 State Bridge RD Suite7","Johns Creek","GA","30022","10700 State Bridge Rd Suite 7","Johns Creek","GA","30022","ivybridgeacademy@gmail.com","(404) 519-7715","","JUN,JUL,AUG,OtherSchoolBreak","MO,TU,WE,TH,FR","","","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","NW","False","","","Open"
"EX-58491","Ivy Bridge Academy","Cobb","1511 Johnson Ferry Rd Suite 100","Marietta","GA","30062","1511 Johnson Ferry Rd Suite 100","Marietta","GA","30062","ivybridgeacademy@gmail.com","(404) 519-7715","","JUN,JUL","MO,TU,WE,TH,FR,SA","9:00 AM","4:00 PM","False","False","False","False","False","False","False","False","False","False","False","False","False","","Exempt Only","EXMT","Day Camp and School Breaks","N/A","","False","False","","CW","False","","","Open"
