"county","center","phone","ages","capacity","city","addr1","addr2","zip","inspections"
"Monmouth","Ivy League Pre-School","732-446-0401","2½ to 6","147","Manalapan","140 Gordon's Corner Rd",,"07726","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13IVY0003.shtml)"
"Hudson","Little Smiles Infant-Toddler Center","201-792-7774","0 to 13","27","Jersey City","40a - 40b Congress",,"07307","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIT0029.shtml)"
"Hudson","Little Smiles Preschool & Day Care","201-792-7774","2½ to 13","47","Jersey City","70 Beach Street",,"07307","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIT0011.shtml)"
"Essex","The Pampered Child, Inc.","973-226-1278","0 to 13","80","Roseland","182 Eagle Rock Ave",,"07068","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07PAM0001.shtml)"
"Middlesex","Callicorp, LLC","732-248-4142","0 to 13","109","Metuchen","24-30 Hillside Ave",,"08840","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/071100096.shtml)"
"Morris","Over The Rainbow Children's Center","973-503-9010","0 to 13","75","East Hanover","1 Barnida Dr",,"07936","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14OVE0001.shtml)"
"Mercer","Pace Charter School of Hamilton - Upper","609-587-2210","6 to 13","99","Hamilton","528 S Olden Avenue",,"08610","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000086.shtml)"
"Mercer","Pace Charter School of Hamilton - Lower","609-599-1212","6 to 13","50","Hamilton","52 Lafayette Avenue",,"08610","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000085.shtml)"
"Mercer","Pace Charter School of Hamilton - Kinder","609-587-2288","6 to 13","39","Hamilton","1949 Hamilton Ave",,"08619","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/171000081.shtml)"
"Burlington","Wee Kids Early Learning Center","609-518-7529","0 to 13","90","Hainesport","1299 Route 38 West",,"08036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/03WEE0004.shtml)"
"Burlington","Wee Kids Learning Center","609-518-7529","6 to 13","83","Hainesport","211 Broad Street",,"08036","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/070800269.shtml)"
"Burlington","Wee Kids Early Learning Center","609-518-7529","6 to 13","150","Eastampton","1 Student Drive",,"08060","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/140800152.shtml)"
"Gloucester","The King's Kids Learning Center LLC","856-384-6177","0 to 13","30","National Park","500 Hessian Avenue",,"08063","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08KIN0006.shtml)"
"Union","Noah's Ark Childcare","908-232-7011","0 to 13","44","Westfield","836 Mountain Ave",,"07090","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20NOA0002.shtml)"
"Bergen","Little Crane Montessori School","201-447-3333","2½ to 6","32","Ridgewood","113 Cottage Pl",,"07450","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02LIT0014.shtml)"
"Ocean","Good Hands Day Care","732-920-7676","0 to 13","119","Brick","582 Plaza Terrace East",,"08723","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/15GOO0002.shtml)"
"Morris","Hearts and Hands Preschool Program","973-257-5550","2½ to 13","80","Parsippany","1675 US Hwy 46",,"07054","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14HEA0005.shtml)"
"Somerset","Gentle Shepherd Christian Pre-school","908-766-1430","0 to 6","75","Basking Ridge","350 Lake Rd",,"07920","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18GEN0001.shtml)"
"Somerset","Little Footprints Learning Center","908-647-0011","2½ to 6","60","Basking Ridge","520 King George Rd",,"07920","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18LIT0004.shtml)"
"Somerset","The Children's Corner","908-647-8401","0 to 13","161","Liberty Corner","45 Church Street",,"07938","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18CHI0002.shtml)"
"Hunterdon","Spruce Run Preschool","908-537-4330","2½ to 6","21","Glen Gardner","442 W Hill Rd",,"08826","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/10SPR0001.shtml)"
"Bergen","Assumption Early Childhood Center","201-262-0300","2½ to 6","105","Emerson","35 Jefferson Avenue",,"07630","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/131100218.shtml)"
"Monmouth","Good News Christian Preschool","732-335-1522","2½ to 6","62","Keyport","60 Maple Pl",,"07735","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13GOO0001.shtml)"
"Bergen","Rainbow Corners Nursery School","201-447-2987","2½ to 6","60","Waldwick","25 Franklin Tpke",,"07463","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02RAI0002.shtml)"
"Passaic","Christ the King Nursery School","973-962-6767","2½ to 6","67","Ringwood","50 Erskine Rd",,"07456","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CHR0002.shtml)"
"Monmouth","Presbyterian Nursery School","732-566-9246","2½ to 6","75","Matawan","883 Hwy 34",,"07747","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13PRE0003.shtml)"
"Somerset","Robin's Nest Nursery School","908-766-7686","2½ to 6","60","Bernardsville","321 Mine Brook Road, Ruote 202",,"07924","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18ROB0001.shtml)"
"Somerset","Saint John's on the Mountain Nursery School","908-766-0374","2½ to 6","53","Bernardsville","379 Mt. Harmony Rd",,"07924","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18SAI0002.shtml)"
"Union","Saint Andrew's Preschool & Kindergarten","908-464-4878","2½ to 6","120","New Providence","419 South Street",,"07974","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20SAI0002.shtml)"
"Morris","The Westmont Montessori School","908-879-6355","0 to 6","120","Mendham","577 Route 24",,"07945","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14WES0001.shtml)"
"Middlesex","Sand Hills Preschool of the Grace Presbyterian Church","732-940-1515","2½ to 6","49","Kendall Park","57 Sand Hills Rd",,"08824","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12COM0003.shtml)"
"Essex","United Community Corporation","973-373-7801","6 to 13","46","Newark","600 South 17th Street",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150300125.shtml)"
"Essex","United Community Corporation - Hawthorne","973-373-7802","6 to 13","60","Newark","428 Hawthorne Avenue",,"07108","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/170500213.shtml)"
"Essex","United Community Corporation at South Seventeenth Street Sch","973-373-7802","6 to 13","170","Newark","619 South 17th Street",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180900134.shtml)"
"Essex","United Community Corporation at Harriet Tubman Elementary Sc","973-373-7802","6 to 13","84","Newark","504 South 10th Street",,"07103","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/180900135.shtml)"
"Somerset","Preschool Place & Kind. at Temple Sholom","908-722-0101","2 to 6","99","Bridgewater","594 N Bridge Street",,"08807","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18PRE0002.shtml)"
"Middlesex","Minnow Pond","732-463-1517","2½ to 13","38","Piscataway","485 Hoes La",,"08854","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12MIN0002.shtml)"
"Essex","Over the Rainbow Nursery, Inc.","973-744-5905","0 to 6","114","Montclair","32 Pleasant Ave",,"07042","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07OVE0002.shtml)"
"Morris","Madison Montessori School","973-966-9544","2½ to 6","46","Madison","19 Green Ave",,"07940","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14MAD0004.shtml)"
"Monmouth","Wall Methodist Child Care Center","732-449-6392","2½ to 6","57","Spring Lake Heights","2414 Old Mill Rd",,"07762","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13WAL0001.shtml)"
"Somerset","Mary Mother of God Nursery School","908-874-8489","2½ to 6","59","Hillsborough","157 S Triangle Rd",,"08844","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/18MAR0003.shtml)"
"Gloucester","Amazing Place Learning Center","856-467-9252","0 to 13","117","Logan Township","1566 Center Square Rd",,"08085","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08BEC0001.shtml)"
"Bergen","The Meadow's School","201-935-2112","0 to 13","182","Rutherford","102 Borough Street",,"07070","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02MEA0016.shtml)"
"Monmouth","Saint Catharine's Preschool","732-933-0013","2½ to 6","77","Holmdel","108 Middletown Rd",,"07733","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13SAI0014.shtml)"
"Hudson","Baby World Preschool","201-369-9991","0 to 6","58","Jersey City","485 Ocean Ave",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09FIR0001.shtml)"
"Hudson","First N Infant Care/Baby World","201-369-9991","0 to 13","90","Jersey City","491 Ocean Ave",,"07305","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09OCE0001.shtml)"
"Atlantic","Trinity Learning Center","609-653-9001","0 to 13","180","Egg Harbor Township","7004 Ridge Ave",,"08234","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01TRI0001.shtml)"
"Gloucester","Little People Day Nursery","856-848-8809","2½ to 6","87","West Deptford","11 Griscom Lane",,"08096","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08LIT0004.shtml)"
"Union","The Children's Academy","973-379-3524","2½ to 6","61","Springfield","37 Church Mall",,"07081","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CHI0002.shtml)"
"Middlesex","Young Ideas Nursery School","732-750-1805","2½ to 6","35","Woodbridge","621 Rahway Ave",,"07095","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/12YOU0001.shtml)"
"Essex","Temple Sharey Tefilo-Israel's Iris Family Ctr Early Childhoo","973-763-4600","0 to 6","141","South Orange","432 Scotland Rd",,"07079","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07TEM0004.shtml)"
"Passaic","New Bairn School","973-473-4912","0 to 6","132","Clifton","5 Prospect Village Plaza",,"07013","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16NEW0005.shtml)"
"Hudson","Play and Learn II","201-333-8844","2½ to 13","96","Jersey City","41 - 53 Tuers Ave",,"07304","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09PLA0004.shtml)"
"Union","Chestnut Street Learning Center","908-241-6470","0 to 13","120","Roselle","303-313 Chestnut Street",,"07203","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/20CHE0001.shtml)"
"Passaic","Children's Learning Place","973-628-0213","2½ to 6","95","Wayne","530 Newark-Pompton Tpke",,"07470","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CHI0005.shtml)"
"Monmouth","King of Kings School","732-615-0220","2½ to 6","122","Middletown","250 Harmony Rd",,"07748","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13KIN0010.shtml)"
"Monmouth","Care on the Square","732-502-8333","0 to 13","134","Asbury Park","601 Lake Ave",,"07712","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13CAR0001.shtml)"
"Hudson","Play and Learn",,"2½ to 6","80","Jersey City","8 -10 Clifton Place",,"07304","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09PLA0001.shtml)"
"Monmouth","Prime Time Day Care, Inc.","732-495-8990","0 to 13","84","Belford","748 Main Street",,"07718","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13PRI0003.shtml)"
"Hudson","Light & Hope Play Garden Nursery D C C","973-482-2888","2½ to 13","25","East Newark","42 Davis Street",,"07029","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09LIG0001.shtml)"
"Gloucester","Our First Impressions Child Care and Learning Center, Inc.","856-853-5757","0 to 13","42","Deptford","1450 Clements Bridge Rd #21",,"08096","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/08OUR0001.shtml)"
"Morris","Children on the Green","973-984-0094","0 to 13","87","Morristown","50 South Park Pl",,"07960","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14CHI0008.shtml)"
"Atlantic","AtlantiCare Kids","609-641-9309","2½ to 13","89","Pleasantville","Leeds Ave School",,"08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01ATL0021.shtml)"
"Atlantic","AtlantiCare Kids","609-641-9309","2½ to 13","60","Pleasantville","1311 S Main Street",,"08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01ATL0028.shtml)"
"Atlantic","AtlantiCare Kids","609-677-6973","2½ to 13","60","Pleasantville","810 S Main Street",,"08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080100174.shtml)"
"Atlantic","AtlantiCare Kids","609-383-6887","2½ to 13","75","Pleasantville","215 N Main Street, North Main","Kindergarten Building","08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/01ATL0014.shtml)"
"Atlantic","AtlantiCare KIds","609-641-9309","6 to 13","60","Pleasantville","225 W Washington Avenue","Washington Ave School","08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160200006.shtml)"
"Atlantic","AtlantiCare Kids","609-641-9309","6 to 13","60","Pleasantville","701 South Main Street","South Main Street School","08232","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160200005.shtml)"
"Bergen","Archer Cooperative Nursery School, Inc.","201-327-6016","2½ to 6","80","Allendale","37 E Allendale Ave",,"07401","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02ARC0001.shtml)"
"Bergen","Palisades Country Day School","201-784-7600","2½ to 6","227","Closter","212-248 Herbert Ave",,"07624","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02PAL0003.shtml)"
"Bergen","Little Tykes Nursery School","973-340-8470","0 to 6","80","Lodi","84 Corabelle Ave",,"07644","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02LIT0011.shtml)"
"Passaic","The Children's Castle","973-728-7119","0 to 13","99","West Milford","1614 Union Valley Rd","Units B C D & E","07480","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/16CHI0009.shtml)"
"Essex","Holy Family Day Nursery School","973-235-1170","2½ to 13","99","Nutley","174 Franklin Ave",,"07110","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/07HOL0002.shtml)"
"Somerset","The Creative Campus at Old York School","908-722-0233","2½ to 13","151","Branchburg","580 Old York Road",,"08876","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/150600202.shtml)"
"Bergen","Kathy Dunn Cultural Center","201-288-8861","2½ to 13","100","Hasbrouck Heights","167 Kipp Ave",,"07604","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/02KAT0001.shtml)"
"Hudson","The Tiny Seed of the Big Future Children Care Center","201-223-6500","0 to 13","52","Union City","118 37th Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09TIN0004.shtml)"
"Hudson","Tiny Seed of the Big Future Childcare Center II","201-223-6500","2½ to 13","40","Union City","532-A 38th Street",,"07087","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/160700103.shtml)"
"Hudson","Kidz Academy Learning Center","973-484-2100","2½ to 13","84","Harrison","504 Davis Ave",,"07029","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09KID0012.shtml)"
"Monmouth","Saint John's Nursery School","732-741-2788","2½ to 6","63","Little Silver","325 Little Silver Point Rd",,"07739","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/13SAI0005.shtml)"
"Morris","The Montessori Children's Academy","973-410-9669","2½ to 6","125","Morristown","6 - 10 Kahn Road",,"07960","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/14MON0003.shtml)"
"Hudson","Grandma's Place Preschool & Daycare","201-758-0253","0 to 13","120","West New York","520 - 66th Street",,"07093","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/09GRA0003.shtml)"
"Burlington","Kids Town Academy","609-835-4300","0 to 13","51","Willingboro","27 Charleston Road",,"08046","Inspection Reports (http://www.nj.gov/dcf/families/childcare/centers/080900155.shtml)"
