SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,GRADE,RACE_ETHNICITY,SEX,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2018-2019,36,NEW YORK,NY,DOVER ELEMENTARY SCHOOL,01,,NY-130502020000,3609210,NY-130502020000-130502020002,360921000706,3600706,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DOVER HIGH SCHOOL,01,,NY-130502020000,3609210,NY-130502020000-130502020003,360921000707,3600707,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WINGDALE ELEMENTARY SCHOOL,01,,NY-130502020000,3609210,NY-130502020000-130502020001,360921000708,3600708,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DOVER MIDDLE SCHOOL,01,,NY-130502020000,3609210,NY-130502020000-130502020004,360921004332,3604332,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DOWNSVILLE CENTRAL SCHOOL,01,,NY-120301040000,3609240,NY-120301040000-120301040001,360924000709,3600709,Pre-Kindergarten,No Category Codes,No Category Codes,16,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DRYDEN HIGH SCHOOL,01,,NY-610301060000,3609330,NY-610301060000-610301060003,360933000713,3600713,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DRYDEN MIDDLE SCHOOL,01,,NY-610301060000,3609330,NY-610301060000-610301060008,360933002719,3602719,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DRYDEN ELEMENTARY SCHOOL,01,,NY-610301060000,3609330,NY-610301060000-610301060001,360933003423,3603423,Pre-Kindergarten,No Category Codes,No Category Codes,18,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CASSAVANT ELEMENTARY SCHOOL,01,,NY-610301060000,3609330,NY-610301060000-610301060006,360933004682,3604682,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,FREEVILLE ELEMENTARY SCHOOL,01,,NY-610301060000,3609330,NY-610301060000-610301060007,360933004683,3604683,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUANESBURG ELEMENTARY SCHOOL,01,,NY-530101040000,3609360,NY-530101040000-530101040002,360936000714,3600714,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUANESBURG HIGH SCHOOL,01,,NY-530101040000,3609360,NY-530101040000-530101040001,360936000715,3600715,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUNDEE ELEMENTARY SCHOOL,01,,NY-680801040000,3609390,NY-680801040000-680801040002,360939000716,3600716,Pre-Kindergarten,No Category Codes,No Category Codes,22,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUNDEE JUNIOR-SENIOR HIGH SCHOOL,01,,NY-680801040000,3609390,NY-680801040000-680801040001,360939000717,3600717,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUNKIRK MIDDLE SCHOOL,01,,NY-060800010000,3609420,NY-060800010000-060800010010,360942000718,3600718,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DUNKIRK SENIOR HIGH SCHOOL,01,,NY-060800010000,3609420,NY-060800010000-060800010009,360942000719,3600719,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SCHOOL 3,01,,NY-060800010000,3609420,NY-060800010000-060800010003,360942000720,3600720,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SCHOOL 4,01,,NY-060800010000,3609420,NY-060800010000-060800010004,360942000721,3600721,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SCHOOL 5,01,,NY-060800010000,3609420,NY-060800010000-060800010005,360942000722,3600722,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SCHOOL 7,01,,NY-060800010000,3609420,NY-060800010000-060800010007,360942000724,3600724,Pre-Kindergarten,No Category Codes,No Category Codes,66,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST AURORA MIDDLE SCHOOL,01,,NY-140301030000,3609540,NY-140301030000-140301030004,360954000725,3600725,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST AURORA HIGH SCHOOL,01,,NY-140301030000,3609540,NY-140301030000-140301030005,360954000726,3600726,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PARKDALE ELEMENTARY SCHOOL,01,,NY-140301030000,3609540,NY-140301030000-140301030001,360954000727,3600727,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,BELL TOP SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060002,360963000729,3600729,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CITIZEN EDMOND GENET SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060005,360963000730,3600730,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,COLUMBIA HIGH SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060007,360963000731,3600731,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DONALD P SUTHERLAND SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060001,360963000732,3600732,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREEN MEADOW SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060003,360963000733,3600733,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,HOWARD L GOFF SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060008,360963000734,3600734,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,RED MILL SCHOOL,01,,NY-490301060000,3609630,NY-490301060000-490301060006,360963000735,3600735,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST HAMPTON HIGH SCHOOL,01,,NY-580301020000,3609660,NY-580301020000-580301020002,360966000736,3600736,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST HAMPTON MIDDLE SCHOOL,01,,NY-580301020000,3609660,NY-580301020000-580301020003,360966000737,3600737,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JOHN M MARSHALL ELEMENTARY SCHOOL,01,,NY-580301020000,3609660,NY-580301020000-580301020001,360966000738,3600738,Pre-Kindergarten,No Category Codes,No Category Codes,63,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,DURAND-EASTMAN INTERMEDIATE SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060009,360969000740,3600740,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EASTRIDGE SENIOR HIGH SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060006,360969000741,3600741,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,LAURELTON-PARDEE INTERMEDIATE SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060003,360969000742,3600742,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,IVAN L GREEN PRIMARY SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060005,360969000745,3600745,Pre-Kindergarten,No Category Codes,No Category Codes,70,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,HELENDALE ROAD PRIMARY SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060011,360969004717,3604717,Pre-Kindergarten,No Category Codes,No Category Codes,36,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST IRONDEQUOIT MIDDLE SCHOOL,01,,NY-260801060000,3609690,NY-260801060000-260801060012,360969005576,3605576,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CONNETQUOT ELEMENTARY SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030001,360972000746,3600746,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST ISLIP HIGH SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030006,360972000747,3600747,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST ISLIP MIDDLE SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030008,360972000750,3600750,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,JOHN F KENNEDY ELEMENTARY SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030003,360972000751,3600751,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,RUTH C KINNEY ELEMENTARY SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030007,360972000752,3600752,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,TIMBER POINT ELEMENTARY SCHOOL,01,,NY-580503030000,3609720,NY-580503030000-580503030004,360972000753,3600753,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CLARKE MIDDLE SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030008,360984000106,3600106,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,BARNUM WOODS SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030001,360984000754,3600754,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,BOWLING GREEN SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030002,360984000755,3600755,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST MEADOW HIGH SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030011,360984000756,3600756,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MCVEY ELEMENTARY SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030003,360984000758,3600758,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MEADOWBROOK ELEMENTARY SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030012,360984000759,3600759,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PARKWAY SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030006,360984000760,3600760,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,W TRESPER CLARKE HIGH SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030010,360984000761,3600761,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WOODLAND MIDDLE SCHOOL,01,,NY-280203030000,3609840,NY-280203030000-280203030009,360984000762,3600762,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST MORICHES SCHOOL,01,,NY-580234020000,3609870,NY-580234020000-580234020001,360987000763,3600763,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST MORICHES ELEMENTARY SCHOOL,01,,NY-580234020000,3609870,NY-580234020000-580234020002,360987005745,3605745,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST QUOGUE SCHOOL,01,,NY-580917020000,3609900,NY-580917020000-580917020001,360990000764,3600764,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST ROCHESTER ELEMENTARY SCHOOL,01,,NY-261313030000,3609930,NY-261313030000-261313030001,360993000765,3600765,Pre-Kindergarten,No Category Codes,No Category Codes,52,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL,01,,NY-261313030000,3609930,NY-261313030000-261313030002,360993000767,3600767,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,CENTRE AVENUE ELEMENTARY SCHOOL,01,,NY-280219030000,3609960,NY-280219030000-280219030004,360996000768,3600768,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL,01,,NY-280219030000,3609960,NY-280219030000-280219030002,360996000769,3600769,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,RHAME AVENUE ELEMENTARY SCHOOL,01,,NY-280219030000,3609960,NY-280219030000-280219030001,360996000770,3600770,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST SYRACUSE MINOA CENTRAL HIGH SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060005,360999000772,3600772,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,FREMONT ELEMENTARY SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060002,360999000773,3600773,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EAST SYRACUSE ELEMENTARY SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060003,360999000774,3600774,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,MINOA ELEMENTARY SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060009,360999000775,3600775,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PINE GROVE MIDDLE SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060010,360999000778,3600778,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WOODLAND ELEMENTARY SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060004,360999000779,3600779,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,PARK HILL SCHOOL,01,,NY-420401060000,3609990,NY-420401060000-420401060001,360999004718,3604718,Pre-Kindergarten,No Category Codes,No Category Codes,299,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,NORTH SIDE SCHOOL,01,,NY-280402030000,3610050,NY-280402030000-280402030001,361005000780,3600780,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WHEATLEY SCHOOL,01,,NY-280402030000,3610050,NY-280402030000-280402030003,361005000781,3600781,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WILLETS ROAD SCHOOL,01,,NY-280402030000,3610050,NY-280402030000-280402030002,361005000782,3600782,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ANNE HUTCHINSON SCHOOL,01,,NY-660301030000,3610080,NY-660301030000-660301030001,361008000783,3600783,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EASTCHESTER MIDDLE SCHOOL,01,,NY-660301030000,3610080,NY-660301030000-660301030005,361008000784,3600784,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EASTCHESTER SENIOR HIGH SCHOOL,01,,NY-660301030000,3610080,NY-660301030000-660301030006,361008000785,3600785,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREENVALE SCHOOL,01,,NY-660301030000,3610080,NY-660301030000-660301030003,361008000786,3600786,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,WAVERLY EARLY CHILDHOOD CENTER,01,,NY-660301030000,3610080,NY-660301030000-660301030004,361008004767,3604767,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREENBURGH ELEVEN ELEMENTARY SCHOOL,01,,NY-660411020000,3610140,NY-660411020000-660411020002,361014000343,3600343,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREENBURGH ELEVEN HIGH SCHOOL,01,,NY-660411020000,3610140,NY-660411020000-660411020004,361014000387,3600387,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREENBURGH ELEVEN MIDDLE SCHOOL,01,,NY-660411020000,3610140,NY-660411020000-660411020003,361014000454,3600454,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDEN ELEMENTARY SCHOOL,01,,NY-141201060000,3610170,NY-141201060000-141201060005,361017000790,3600790,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDEN MIDDLE & HIGH SCHOOL,01,,NY-141201060000,3610170,NY-141201060000-141201060001,361017000791,3600791,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,G L PRIESS PRIMARY SCHOOL,01,,NY-141201060000,3610170,NY-141201060000-141201060002,361017004768,3604768,Pre-Kindergarten,No Category Codes,No Category Codes,49,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,SEELY PLACE SCHOOL,01,,NY-660406030000,3610200,NY-660406030000-660406030002,361020004508,3604508,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDGEMONT JUNIOR-SENIOR HIGH SCHOOL,01,,NY-660406030000,3610200,NY-660406030000-660406030003,361020004509,3604509,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GREENVILLE SCHOOL,01,,NY-660406030000,3610200,NY-660406030000-660406030001,361020004551,3604551,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDINBURG COMMON SCHOOL,01,,NY-520601080000,3610230,NY-520601080000-520601080001,361023000796,3600796,Pre-Kindergarten,No Category Codes,No Category Codes,10,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,EDMESTON CENTRAL SCHOOL,01,,NY-470501040000,3610260,NY-470501040000-470501040001,361026000797,3600797,Pre-Kindergarten,No Category Codes,No Category Codes,17,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELBA ELEMENTARY SCHOOL,01,,NY-180901040000,3610380,NY-180901040000-180901040001,361038000801,3600801,Pre-Kindergarten,No Category Codes,No Category Codes,19,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELBA JUNIOR-SENIOR HIGH SCHOOL,01,,NY-180901040000,3610380,NY-180901040000-180901040002,361038000802,3600802,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELDRED JUNIOR-SENIOR HIGH SCHOOL,01,,NY-590801040000,3610410,NY-590801040000-590801040001,361041000803,3600803,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,GEORGE ROSS MACKENZIE ELEMENTARY SCHOOL,01,,NY-590801040000,3610410,NY-590801040000-590801040002,361041001902,3601902,Pre-Kindergarten,No Category Codes,No Category Codes,15,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELIZABETHTOWN-LEWIS CENTRAL SCHOOL,01,,NY-150301040000,3610440,NY-150301040000-150301040001,361044000804,3600804,Pre-Kindergarten,No Category Codes,No Category Codes,20,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELLENVILLE ELEMENTARY SCHOOL,01,,NY-622002060000,3610500,NY-622002060000-622002060002,361050000805,3600805,Pre-Kindergarten,No Category Codes,No Category Codes,57,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELLENVILLE MIDDLE SCHOOL,01,,NY-622002060000,3610500,NY-622002060000-622002060005,361050003217,3603217,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
2018-2019,36,NEW YORK,NY,ELLENVILLE HIGH SCHOOL,01,,NY-622002060000,3610500,NY-622002060000-622002060004,361050004338,3604338,Pre-Kindergarten,No Category Codes,No Category Codes,0,Subtotal 4 - By Grade,Reported
