County,Name,Licensee_Owner,Director,Location_Street1,Location_Street_2,Location_City,Location_State,Location_Zip,Location_Zip_Updated,Latitude,Longitude,Capacity,Age_Range_of_Service,ObjectId
CAMPBELL,Aunt Kathy's Child Care,"Aunt Kathy's Childcare, Inc.","Donelan, Kathy A",4 Hidden Valley Street,,Highland Heights,KY,41076,41076,38.97515,-84.452202,92,INFANT TO SCHOOL_AGE,944
CAMPBELL,Alphaland Childcare,"Alphaland Childcare, Llc","Markus, Deanna",112 Renshaw Rd.,,Highland Heights,KY,41076,41076,39.043255,-84.450165,90,INFANT TO SCHOOL_AGE,945
CAMPBELL,Sts. Peter and Paul School,Diocese of Covington,"Rawe, Lorrie Anne",2160 California Cross Road,,California,KY,41007,41007,38.87553,-84.31501,23,TWO_TO_SCHOOL,946
CAMPBELL,Northern KY Community Action Commission Head Start-8th Street,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",30 West 8th Street,,Newport,KY,41071,41071,39.089123,-84.492004,20,TWO_TO_SCHOOL,947
CAMPBELL,Main Street Christian Education Center,"Main Street Baptist Church Of Alexandria, KY, Inc.","Burchfield, Allison Elizabeth",11093 Alexandria Pike,,Alexandria,KY,41001,41001,38.894344,-84.38604,160,INFANT TO SCHOOL_AGE,948
CAMPBELL,Strong Minds Child Development Center,"Strong Minds Child Development Center, Llc","Williams, Jennifer F.",500 Grandview Avenue,,Bellevue,KY,41073,41073,39.101228,-84.478036,51,INFANT TO SCHOOL_AGE,949
CAMPBELL,Kinder Academy Child Development Center,"Kinder Academy Child Development Center, Llc","Hehman, Jessica Elizabeth",21 Pete Neiser,,Alexandria,KY,41001,41001,38.96171,-84.39178,103,INFANT TO SCHOOL_AGE,950
CAMPBELL,Angels in Training Child Care,"Angels In Training Child Care, Inc.","Kirby, Bonita",728 6th Avenue,,Dayton,KY,41074,41074,39.113777,-84.470527,39,INFANT TO SCHOOL_AGE,951
CAMPBELL,Country Hills Montessori Ft. Thomas,Country Hills Montessori Ft. Thomas Llc,"Schreiber, Susan B",960 Highland Ave,,Ft. Thomas,KY,41075,41075,39.073105,-84.46617,30,TWO_TO_SCHOOL TO SCHOOL_AGE,952
CAMPBELL,St. Mary Preschool,Diocese of Covington,"South, Jayne Renee",9 South Jefferson St,,Alexandria,KY,41001,41001,38.95782,-84.38823,83,TWO_TO_SCHOOL,953
CAMPBELL,Children's Collaborative at Cline Elementary,"Children's Collaborative, Llc","Smith, Melodia A",5586 East Alexandria Pike,,Cold Spring,KY,41076,41076,39.018948,-84.433152,99,SCHOOL_AGE,954
CAMPBELL,Children's Collaborative at Crossroads Elementary,"Children's Collaborative, Llc","Smith, Melodia A",475 Crossroads Blvd,,Cold Spring,KY,41076,41076,39.003654,-84.4161,99,SCHOOL_AGE,955
CAMPBELL,Children's Collaborative at Reiley Elementary,"Children's Collaborative, Llc","Smith, Melodia A",10631 Alexandria Pike,,Alexandria,KY,41001,41001,38.902543,-84.386228,99,SCHOOL_AGE,956
CAMPBELL,Children's Collaborative at Campbell Co. High School Teen Center,"Children's Collaborative, Llc","Smith, Melodia A",909 Camel Crossing,,Alexandria,KY,41001,41001,38.9196,-84.39515,25,INFANT TO TWO_TO_SCHOOL,957
CAMPBELL,Children's Collaborative at Campbell Ridge Elem,"Children's Collaborative, Llc","Smith, Melodia A",2500 Grand View Rd,,Alexandria,KY,41001,41001,38.95812,-84.34303,60,SCHOOL_AGE,958
CAMPBELL,Kids at the Creek,"Plum Creek Christian Church, Inc.","Cox, Elizabeth A",961 Nagel Rd,,Butler,KY,41006,41006,38.84615,-84.382744,163,INFANT TO SCHOOL_AGE,959
CAMPBELL,Newport Primary After School Program,"Children, Inc.","Beane-Wright, Laura Michelle",1102 York Street,,Newport,KY,41071,41071,39.084854,-84.48948,75,SCHOOL_AGE,960
CAMPBELL,Kiddie College III,"Kiddie College III, LLC","McElroy, Katherine Ann",1960 Memorial Pkwy,,Ft. Thomas,KY,41075,41075,39.082803,-84.450838,60,INFANT TO SCHOOL_AGE,961
CAMPBELL,Rainbow Child Care Center,Rainbow Child Care Center,"Watson, Cindi A",7717 Alexandria Pike,,Alexandria,KY,41001,41001,38.975002,-84.392395,131,INFANT TO SCHOOL_AGE,962
CAMPBELL,St. Joseph Pre-Kindergarten,"St. Joseph School, Camp Springs","Kreidenweis, April Dawn",6829 Four Mile Road,,Camp Springs,KY,41059,41059,38.992905,-84.36306,15,TWO_TO_SCHOOL,963
CAMPBELL,Alexandria Head Start,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",51 Orchard Lane,,Alexandria,KY,41001,41001,38.96391,-84.39139,40,TWO_TO_SCHOOL,964
CAMPBELL,Fun Days Learning Center,Lora Lynn Kendall,"ELLIS, AMY",1104 Columbia Street,,Newport,KY,41071,41071,39.08407,-84.49084,34,INFANT TO SCHOOL_AGE,965
CAMPBELL,"Imaginations Abound Early Learning Center, LLC",Imaginations Abound Llc,"Rice, Mary Patricia",9261 Alexandria Pike,,Alexandria,KY,41001,41001,38.913487,-84.386895,49,INFANT TO SCHOOL_AGE,966
CAMPBELL,Edelweiss Academy,Queen B Mini Me Llc,"Stephens, Kaitlin Nicole",960 Highland Avenue,,Fort Thomas,KY,41075,41075,39.073105,-84.46617,32,TODDLER TO SCHOOL_AGE,967
CAMPBELL,Kradle to Krayons Childcare Learning Center,"Kradle To Krayons Childcare Learning Center, Llc","Smith-Lee, Kissha Lynne",401 West 11th Street,,Newport,KY,41071,41071,39.081947,-84.49506,44,INFANT TO SCHOOL_AGE,968
CAMPBELL,Northern Kentucky Head Start - Dayton Center,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",10701 5th Avenue,,Dayton,KY,41074,41074,39.114197,-84.465085,20,TWO_TO_SCHOOL,969
CAMPBELL,Lincoln Elementary Afterschool Program,"Children, Inc.","Beane-Wright, Laura Michelle",701 5th Avenue,,Dayton,KY,41074,41074,39.114735,-84.471344,100,SCHOOL_AGE,970
CAMPBELL,Early Scholars Child Development Center,"Brighton Center, Inc.","Romito, Brittany ",402 W. 6th Street,,Newport,KY,41071,41071,39.093662,-84.48967,110,INFANT TO SCHOOL_AGE,971
CAMPBELL,Northern Kentucky Community Action Commission Head Start - Bellevue Center,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",500 Grandview Avenue,,Bellevue,KY,41073,41073,39.101228,-84.478036,24,TWO_TO_SCHOOL TO SCHOOL_AGE,972
CAMPBELL,Natural Start Preschool,"Natural Start Preschool, LLC","Cook, Katrina Marie",810 Carmel Manor Drive,,Ft. Thomas,KY,41075,41075,39.064063,-84.446488,20,TWO_TO_SCHOOL TO SCHOOL_AGE,973
CAMPBELL,Kids & Cribs Child Enrichment Center,Kids & Cribs Child Enrichment Center LLC,"Sorrell, Aubrey Lynn",1205 Alexandria Pike,,Ft. Thomas,KY,41075,41075,39.057137,-84.44983,93,INFANT TO SCHOOL_AGE,974
CAMPBELL,"Children, Inc. Early Learning Center at Southgate Elementary","Children, Inc.","Bricking, Renee",6 William Blatt Avenue,,Southgate,KY,41071,41071,39.072501,-84.473398,22,TWO_TO_SCHOOL,975
CAMPBELL,YMCA of Greater Cincinnati: Grandview Elementary,Young Men's Christian Association Of Greater Cincinnati,"Berberich, Jessica Renae",500 Grandview Avenue,,Bellevue,KY,41073,41073,39.101228,-84.478036,50,SCHOOL_AGE,976
CAMPBELL,Southgate Schools School Age Services,"Children, Inc.","Beane-Wright, Laura Michelle",6 William F. Blatt Avenue,,Southgate,KY,41071,41071,39.087853,-84.501313,75,SCHOOL_AGE,977
CAMPBELL,Kimberly Lynn Child Development Center,Russell Jerome Youtsey,"Youtsey, Anna Marie",4500 Alexandria Pike,,Cold Springs,KY,41076,41076,39.019677,-84.441254,99,INFANT TO SCHOOL_AGE,978
CAMPBELL,NKU Early Childhood Center,"U.C. Child Care Center, Inc.","Bigham, Kelly",MEP 147 100 Louie B Nunn Dr.,,Highland Heights,KY,41099,41099,38.428771,-83.736678,58,TODDLER TO TWO_TO_SCHOOL,979
CARLISLE,Mrs. Angelia's Daycare,Angelia Dawn Lee,"Lee, Angelia Dawn",713 Cr 1127,,Arlington,KY,42021,42021,36.805313,-88.94284,20,INFANT TO SCHOOL_AGE,980
CARROLL,Carroll County Child Development Center,Carroll County School District,"Spencer, Leah Shelby",619 Ninth Street,,Carrollton,KY,41008,41008,38.678936,-85.172469,120,INFANT TO TWO_TO_SCHOOL,981
CARROLL,Place for Kids Carrollton Daycare,The Place For Kids Carrollton Daycare LLC,"Pinales, Karen Ranea",2688 Highway 227,,Carrollton,KY,41008,41008,38.675903,-85.151027,48,INFANT TO SCHOOL_AGE,982
CARROLL,Little Hands Big Hearts Childcare,Crystal Nicole Davis,"Davis, Crystal Nicole","1209 Highland Ave, Suite G",Parklanes Shopping Center,Carrollton,KY,41008,41008,38.682373,-85.16676,117,INFANT TO SCHOOL_AGE,983
CARROLL,1st Infant Toddler Kinder Ready Center LLC,1st Infant Toddler Kinder Ready Center LIMITED LIABILITY COMPANY,"Evans, Karen Sue",1302 Highland Ave,Ste B,Carrollton,KY,41008,41008,38.683419,-85.164384,51,INFANT TO SCHOOL_AGE,984
CARROLL,Carroll County Child Development Center,Carroll County School District,"Spencer, Leah Shelby",1706 Highland Avenue,,Carrollton,KY,41008,41008,38.686774,-85.153792,20,INFANT TO TWO_TO_SCHOOL,985
CARTER,Olive Hill Head Start,"Northeast Kentucky Community Action Agency, Inc.","Hammond, Alyce Faye",21039 W. Us Hwy 60,,Olive Hill,KY,41164,41164,38.29624,-83.276668,80,TWO_TO_SCHOOL,986
CARTER,Grayson Head Start,"Northeast Kentucky Community Action Agency, Inc.","Hammond, Alyce Faye",319 East Fourth St.,,Grayson,KY,41143,41143,38.334647,-82.944471,38,TWO_TO_SCHOOL,987
CARTER,Wingert's Explore and Learn,Nancy Jane Wingert,"Wingert, Diane Ruth",1420 South St. Hwy 7,,Grayson,KY,41143,41143,38.35506,-82.938862,20,TWO_TO_SCHOOL,988
CARTER,Wee Warriors Early Learning Center of Carter Christian Academy,Carter Christian Academy,"Yates, Rebecca",3547 Hwy 773,,Hitchins,KY,41146,41146,38.27901,-82.917915,41,TWO_TO_SCHOOL,989
CARTER,Gregoryville Head Start,"Northeast Kentucky Community Action Agency, Inc.","Hammond, Alyce Faye",4974 West US Highway 60,,Grayson,KY,41143,41143,38.344739,-82.846585,49,TWO_TO_SCHOOL,990
CASEY,Liberty Head Start,"Lake Cumberland Community Action Agency, Inc.","Southwood, Anne Elizabeth",630 Whipp Avenue,,Liberty,KY,42539,42539,37.322998,-84.92997,40,TWO_TO_SCHOOL,991
CASEY,Kids Team,Casey County Board Of Education,"Pierce, Lisa Gail","347, 357, 367 Montgomery Street",,Liberty,KY,42539,42539,37.318345,-84.935711,78,TODDLER TO SCHOOL_AGE,992
CASEY,Phillips Child Development Center Site #3,"Phillips Child Development Center, Inc.","Buis, Debbie Ann",631 Adams Street,,Liberty,KY,42539,42539,37.32233,-84.92837,16,SCHOOL_AGE,993
CASEY,Phillips Child Development Center Site #2,"Phillips Child Development Center, Inc.","Buis, Debbie Ann",29 Bryant Ridge Road,,Liberty,KY,42539,42539,37.339312,-84.938954,81,INFANT TO SCHOOL_AGE,994
CASEY,Casey County Early Head Start,"Lake Cumberland Community Action Agency, Inc.","Southwood, Anne Elizabeth",1673 E. Hwy 70,Bldg 306,Liberty,KY,42539,42539,37.329155,-84.900571,29,INFANT TO SCHOOL_AGE,995
CASEY,Dunnville Childcare and Early Learning Center,"Dunnville Christrian Church, Inc.","Loper, Heather A",11000 S. Hwy 127,,Dunnville,KY,42528,42528,37.19742,-85.0126,59,INFANT TO TWO_TO_SCHOOL,996
CASEY,Jones Park Early Head Start,"Lake Cumberland Community Action Agency, Inc.","Southwood, Anne Elizabeth",6295 E. Ky 70,Rm. #155,Liberty,KY,42539,42539,37.320808,-84.916618,18,INFANT TO TWO_TO_SCHOOL,997
CHRISTIAN,Christian County Child Development Center,"Audubon Area Community Services, Inc.","Grant, Peggy Marie",1355 Glass Avenue,,Hopkinsville,KY,42240,42240,36.87898,-87.49795,256,INFANT TO TWO_TO_SCHOOL,998
CHRISTIAN,University Heights Academy Preschool,"Hopkinsville Independent School, Inc.","Staley, Tamara Leigh",1300 Academy Drive,,Hopkinsville,KY,42240,42240,36.889637,-87.49743,60,TWO_TO_SCHOOL,999
CHRISTIAN,Weekday Ministries Program,"Board Of Trustees Of The First Baptist Church Of Hopkinsville, Kentucky","Oliver, Martha Gail",1400 South Main Street,,Hopkinsville,KY,42240,42240,36.863003,-87.490616,138,INFANT TO SCHOOL_AGE,1000
OUT OF STATE,Kids Are Our Future Preschool,Kids Are Our Future Daycare -Preschool Inc. ,"McCartney, Vivian C. ",47 Township Rd. 509,,South Point,OH,45680,45680,38.415462,-82.509995,0,,1001
OUT OF STATE,Wanda Hardy's Little Christians Daycare,Wanda Hardy,"Hardy, Wanda",2998 Spruceway Dr.,,Cincinnati,OH,45251,45251,39.306606,-84.57685,,,1002
OUT OF STATE,"Little Hands, LLC","Little hands, LLC","garcia, maritza ",1217 Hicks Blvd.,,Butler,OH,45014,45014,39.346912,-84.53914,0,,1003
OUT OF STATE,"Water Lily Learning Center, LLC","Water Lily Learning Center, LLC","davis, garri",1607 Mansfield St.,,Hamilton,OH,45202,45202,39.112637,-84.510414,0,,1004
OUT OF STATE,Little Miracles Child Care Center,Little Miracles Childcare center,"riggs, patricia ",1010 Hospital drive,,Batavia,OH,45103,45103,39.08226,-84.15177,,,1005
OUT OF STATE,"Kids Fun Zone Childcare, LLC","Kids fun zone childcare, llc","mcclendon, marquita ",3449 Anaconda Drive,,Cincinnati,OH,45211,45211,39.153297,-84.58258,,,1006
OUT OF STATE,Little Lamb Child Care Learning Center,little lambs child care learning center,"phipps, cheri",3800 Clifton Ave.,,Cincinnati,OH,45220,45220,39.153236,-84.51813,0,,1007
OUT OF STATE,"The Little Anderson, INC","The Little Anderson, INC","Beier, Robin",8516 Beechmont Ave.,,Cincinnati,OH,45255,45255,39.072155,-84.31839,,,1008
OUT OF STATE,SHAWNEE STATE UNIVERSITY,Shawnee State University Children's Learning Center,"HEDRICK, AMANDA",1240 Third St.,,Portsmouth,OH,45662,45662,38.732067,-82.989174,,,1009
OUT OF STATE,OHIO UNIVERSITY SOUTHERN CHILD DEVELOPMENT CENTER,OHIO UNIVERSITY SOUTHERN CHILD DEVELOPMENT CENTER,"DANIELS, SHARON K",300 MAIN ST,,HANGING ROCK,OH,45638,45638,38.56007,-82.72116,,,1010
OUT OF STATE,The Pumpkin Patch II Daycare and Learning Center,Ronald Wise,"Wise, Doris ",308 Broadway St.,,South Fulton,TN,38257,38257,36.497887,-88.8758,,,1011
OUT OF STATE,Growing Minds Daycare,Thomas  Johnson,"Foster, Latreva ",227 Marshall Drive,,Clarksville,TN,37042,37042,36.572884,-87.39128,0,,1012
OUT OF STATE,KIDDIELAND CHILD CARE CENTER,CONNIE L PARKERSON,"PARKERSON, CONNIE L",210 CINDERELLA LANE,,CLARKSVILLE,TN,37042,37042,36.61801,-87.42852,,,1013
OUT OF STATE,Miles of Smiles Too,Mary Bland,"Bland, Mary",207 Burch Road,,Clarksville,TN,37042,37042,36.627483,-87.43161,0,,1014
OUT OF STATE,Kids & Company Daycare,Tammy Bucci,"Bucci, Tammy",544 Elm Street,,Williamson,WV,25661,25661,37.67271,-82.27449,0,,1015
OUT OF STATE,LIVING WATER CHILDCARE CENTER,JACKIE BRANCH,"BRANCH, JACKIE",212 East 2nd Avenue,,Williamson,WV,25661,25661,37.671234,-82.277176,0,,1016
OUT OF STATE,"Playmates Preschools & Child Care Centers, Inc (Site 1)","Playmates Preschools & Child Care Centers, Inc. (Site I)","Kent, Amanda ",725 Chestnut Street,,Kenova,WV,25530,25530,38.396145,-82.56779,0,,1017
OWEN,Raisin Factory,"Raisin Factory, Inc.","Smoot, Deborah Jane",201 Beck Street,,Owenton,KY,40359,40359,38.533195,-84.83546,70,INFANT TO SCHOOL_AGE,1018
OWEN,Owen County Head Start,Ohio Valley Educational Cooperative,"Fithian, Kim Lovell",1925 Highway 22 East,,Owenton,KY,40359,40359,38.518892,-84.878583,17,TWO_TO_SCHOOL,1019
OWSLEY,Owsley County Early Head Start/ Head Start,Owsley County Board Of Education,"Chandler, Pamela Lee",122 Baker Lane,,Booneville,KY,41314,41314,37.47376,-83.66659,173,INFANT TO TWO_TO_SCHOOL,1020
PENDLETON,Northern School Age Child Care,Pendleton County Board Of Education,"Wright, Darlene Murrell",925 Hwy 177e,,Butler,KY,41006,41006,38.793098,-84.354665,50,SCHOOL_AGE,1021
PENDLETON,School Age Child Care- Southern,Pendleton County Board Of Education,"Smith, Wanda Lee",320 Fairgrounds Road,,Falmouth,KY,41040,41040,38.67287,-84.339035,72,SCHOOL_AGE,1022
MONROE,Tompkinsville Wee Care Day Care,Monroe County Board Of Education,"England, Jamie Lynn",420 School Road,,Tompkinsville,KY,42167,42167,36.699287,-85.68714,43,INFANT TO SCHOOL_AGE,1023
PENDLETON,Northern Kentucky Head Start- Falmouth Center,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",407 Barkley Street,,Falmouth,KY,41040,41040,38.678856,-84.33969,30,TWO_TO_SCHOOL,1024
PENDLETON,"Peoples Kids Child Development Center, LLC","Peoples Kids, Llc","Peoples, Amy",212 Main Street,,Butler,KY,41006,41006,38.787292,-84.36817,40,INFANT TO SCHOOL_AGE,1025
PENDLETON,Small World Child Development Center,"Small World Daycare, Llc","Wolfe, Lindsey Jo",1012 West Shelby Street,,Falmouth,KY,41040,41040,38.680428,-84.34013,69,INFANT TO SCHOOL_AGE,1026
PENDLETON,God's Little Explorers Learning Center,"God's Little Explorers Learning Center, LLC","Gilbert, Rebecca Ann",206 Mill Street,,Butler,KY,41006,41006,38.78828,-84.3685,48,INFANT TO SCHOOL_AGE,1027
PENDLETON,Northern Kentucky Community Action Commission Head Start - Northern Elementary Center,"Northern Kentucky Community Action Commision, Incorporated","Wolsing, Laurie Dunn",925 State Hwy 177 E,,Butler,KY,41006,41006,38.793182,-84.35538,15,TWO_TO_SCHOOL,1028
PERRY,Little Folk Shopp Head Start,"Leslie, Knott, Letcher, Perry Counties Head Start Program, Incorporated","Sexton, Hazel Renee",8551 Kentucky Hwy 451,,Yerkes,KY,41778,41778,37.279842,-83.31082,42,TWO_TO_SCHOOL,1029
PERRY,Chavies Head Start,"Leslie, Knott, Letcher, Perry Counties Head Start Program, Incorporated","Sexton, Hazel Renee",3380 Kentucky Hwy 28,,Chavies,KY,41727,41727,37.349436,-83.308459,40,TWO_TO_SCHOOL,1030
PERRY,East Perry Child Care,Perry County Board Of Education,"Cornett, Jennifer Sue",301 Perry Circle Road,,Hazard,KY,41701,41701,37.247944,-83.18917,78,TWO_TO_SCHOOL TO SCHOOL_AGE,1031
PERRY,Hazard Lions Club Montessori School,"Hazard Lions Montessori School, Incorporation","Woods, Katherine Rebecca",608 High Street,,Hazard,KY,41701,41701,37.249877,-83.195399,167,INFANT TO SCHOOL_AGE,1032
PERRY,Community Head Start,"Leslie, Knott, Letcher, Perry Counties Head Start Program, Incorporated","Sexton, Hazel Renee",135 Memorial Drive,,Hazard,KY,41701,41701,37.250747,-83.193659,48,TWO_TO_SCHOOL,1033
PERRY,Perry Early Head Start,"Leslie, Knott, Letcher, Perry Counties Head Start Program, Incorporated","Sexton, Hazel Renee",135 Memorial Drive,,Hazard,KY,41701,41701,37.250747,-83.193659,49,INFANT TO TODDLER,1034
PERRY,Children's House Montessori School,Children's House Montessori Inc.,"Combs, Amy Renee",1824 North Main Street,,Hazard,KY,41701,41701,37.23968,-83.17955,85,INFANT TO SCHOOL_AGE,1035
PERRY,Learn and Play Childcare Center,Catherine Susan Norman,"Norman, Catherine Susan",51 East Main Street,,Hazard,KY,41701,41701,37.246239,-83.186427,50,INFANT TO SCHOOL_AGE,1036
PERRY,Hazard Preschool Plus,Hazard Independent Schools,"Coots, Kennedy Alexandria",601 Broadway,,Hazard,KY,41701,41701,37.254333,-83.1911,17,TWO_TO_SCHOOL,1037
PERRY,New Beginnings Learning Center,"Hazard-Perry County Community Ministries, Inc.","Fields, Donna Jean",151 Miss Edna Lane,,Hazard,KY,41701,41701,37.221773,-83.033858,141,INFANT TO SCHOOL_AGE,1038
PIKE,"Model City Day Care Center, Inc.","Model City Day Care Center, Inc.","Collier, Pamela C.",152 Bank Street,,Pikeville,KY,41501,41501,37.47648,-82.519745,290,INFANT TO SCHOOL_AGE,1039
PIKE,YMCA/Pikeville Primetime Fun Club,"The Pikeville Area Family Ymca, Inc.","Justice-Fouts, Shelly Lynn",424 Bob Amos Drive,,Pikeville,KY,41501,41501,37.470024,-82.542206,76,SCHOOL_AGE,1040
PIKE,Model City Head Start,"Big Sandy Area Community Action Program, Inc.","Jenkins, Tracy",152 Bank Street,,Pikeville,KY,41501,41501,37.47648,-82.519745,73,TWO_TO_SCHOOL,1041
PIKE,Saint Francis of Assisi-Allison's Angels,Roman Catholic Diocese ,"Justice, Jessica Dawnielle",147 Bryan St,,Pikeville,KY,41501,41501,37.498352,-82.53398,33,TWO_TO_SCHOOL,1042
KENTON,Ft. Mitchell  Baptist Church Jump for Joy Preschool,"Ft. Mitchell Baptist Church, Inc.","Walther, Laura Elizabeth",2323 Dixie Highway,,Ft. Mitchell,KY,41017,41017,39.042389,-84.554074,98,TWO_TO_SCHOOL,1043
JEFFERSON,Building Kidz School,"Mj & K Kidz, Inc.","Becker, Jeannette Kay",2415 Bush Ridge Dr.,,Louisville,KY,40245,40245,38.27187,-85.48863,74,INFANT TO TWO_TO_SCHOOL,1044
PIKE,Pikeville Scholar House Early Childhood Education Center,"The Pikeville Area Family Ymca, Inc.","Justice-Fouts, Shelly Lynn",127 Saad Avenue,,Pikeville,KY,41501,41501,37.48272,-82.52073,92,INFANT TO TWO_TO_SCHOOL,1045
PIKE,Teachable Moments,Teachable Moments LLC,"Fahm, Misti Dae",507 Central Avenue,,South Williamson,KY,41503,41503,37.670662,-82.28504,55,INFANT TO SCHOOL_AGE,1046
PIKE,Kids' World Child Care and Learning Center,"Warren C. Keene Child Development Services, LLC","Slone, Tammie Rehahn",231 Church Street,,Pikeville,KY,41501,41501,37.517403,-82.56644,82,INFANT TO SCHOOL_AGE,1047
PIKE,Shelby Valley Day Care,"Shelby Valley Day Care , Inc.","Jones, Trenia Jo",95 Douglas Parkway,,Robinson Creek,KY,41560,41560,37.381296,-82.536123,60,INFANT TO SCHOOL_AGE,1048
POWELL,Powell County Head Start,"Kentucky River Foothills Development Council, Incorporated","Ratliff, Linda Sharon","Highway 15, 40 Ladonna Drive",,Clay City,KY,40312,40312,37.840907,-83.898341,149,INFANT TO TWO_TO_SCHOOL,1049
POWELL,Pooh and Pals Learning Center,"Pooh And Pals, Inc.","Preston, Rosemary",1278 East College Avenue,,Stanton,KY,40380,40380,37.84461,-83.8355,47,INFANT TO SCHOOL_AGE,1050
POWELL,E's Busy Bee's Day Care,Evalene Stewart Dotson,"Dotson, Evalene Stewart",24 Allen Drive,,Stanton,KY,40380,40380,37.835762,-83.877174,19,INFANT TO TWO_TO_SCHOOL,1051
POWELL,Lil Angels Christian Academy,Shirley Jean Alexander,"Alexander, Shirley Jean",1628 Morris Creek Road,,Stanton,KY,40380,40380,37.869674,-83.859055,23,INFANT TO SCHOOL_AGE,1052
