"dcid","permit_number","program_name","facility_type","program_type","address","borough","zipcode","phone","age_range","capacity","administer_medication","bin","bbl","community_board","council_district","census_tract","nta_code","latitude","longitude"
"DC43519","106486","BIRCH FAMILY SERVICES, INC.","GCC","PRESCHOOL","590 WEST 235 STREET","BRONX","10463","(718) 549-4753","2 YEARS - 5 YEARS","90","No","2084117","2057880085","208","11","029700","BX29","40.885923073037","-73.911426228633"
"DC44460","106794","GRAND STREET SETTLEMENT, INC.","GCC","PRESCHOOL","2305 WHITE PLAINS ROAD","BRONX","10467","(914) 874-0701","2 YEARS - 5 YEARS","73","No","2129690","2043420094","211","15","033201","BX07","40.860423504736","-73.867517627607"
"DC44183","106894","BRAINIAC BABIES LLC","GCC","INFANT TODDLER","2260 CROTONA AVENUE","BRONX","10457","(347) 275-5191","0 YEARS - 2 YEARS","18","No","2012816","2031010023","206","15","039300","BX06","40.851225751468","-73.885240787655"
"DC36747","104640","wBEES FOREST HOUSE INC.","GCC","PRESCHOOL","20 ST. JOHN'S  ROAD","QUEENS","11385","(929) 457-6717","2 YEARS - 5 YEARS","39","No","4080903","4033910026","405","30","058900","QN20","40.706772833307","-73.907387490493"
"DC36764","104672","JEWISH CONTINUITY ASSOCIATION, INC.","GCC","PRESCHOOL","4315 16TH AVE","BROOKLYN","11204","(718) 438-3535","2 YEARS - 5 YEARS","138","No","3421702","3053790004","312","44","047800","BK88","40.634242434869","-73.982151274988"
"DC36767","104613","WORLD OF WONDERS","GCC","PRESCHOOL","6705 13TH  AVENUE","BROOKLYN","11219","(929) 275-3551","2 YEARS - 5 YEARS","58","No","3142893","3057687505","310","43","019600","BK30","40.624686455019","-74.00285308001"
"DC36780","104625","BROOKLYN PRESCHOOL OF SCIENCE","GCC","PRESCHOOL","78 AMITY STREET","BROOKLYN","11201","(718) 344-4631","2 YEARS - 5 YEARS","87","No","3426823","3002957503","306","39","004900","BK33","40.68956480205","-73.997414575156"
"DC36791","104614","NYU LANGONE HEALTH CHILD CARE CENTER","GCC","PRESCHOOL","1 PARK AVENUE","MANHATTAN","10016","(646) 754-7004","2 YEARS - 5 YEARS","109","No","1018472","1008887503","105","02","007200","MN20","40.74606173293","-73.982070676227"
"DC36793","104617","NYU LANGONE HEALTH CHILD CARE CENTER","GCC","INFANT TODDLER","1 PARK AVENUE","MANHATTAN","10016","(646) 754-7004","0 YEARS - 2 YEARS","72","No","1018472","1008887503","105","02","007200","MN20","40.74606173293","-73.982070676227"
"DC36802","105373","LITTLE LOLLIPOP DAYCARE INC","GCC","PRESCHOOL","140-15 HOLLY AVENUE","QUEENS","11355","(646) 961-4883","2 YEARS - 5 YEARS","33","No","4117387","4052000039","407","20","120500","QN52","40.750803051874","-73.818838684229"
"DC36808","104561","SUNSHINE LC OF JACKSON AVE LLC","GCC","PRESCHOOL","609 JACKSON AVENUE","BRONX","10455","(718) 215-1193","2 YEARS - 5 YEARS","89","No","2004435","2026230211","201","08","007300","BX34","40.814848628683","-73.908500962484"
"DC36814","104642","SUNSHINE LEARNING CENTER","GCC","INFANT TODDLER","609 JACKSON AVE","BRONX","10455","(718) 215-1193","0 YEARS - 2 YEARS","48","No","2004435","2026230211","201","08","007300","BX34","40.814848628683","-73.908500962484"
"DC36826","104370","HONEYDEW DROP PLAYHOUSE","GCC","PRESCHOOL","204 15TH ST","BROOKLYN","11215","(877) 614-6639","2 YEARS - 5 YEARS","15","No","3337748","3010470037","307","38","014100","BK37","40.665838546083","-73.98991071111"
"DC36827","104552","LUMINOUS MORRIS LLC","GCC","INFANT TODDLER","655 MORRIS AVENUE","BRONX","10451","(718) 682-3650","0 YEARS - 2 YEARS","68","No","2127027","2024410200","201","17","006500","BX34","40.819623295709","-73.921750353814"
"DC36828","N/A","HELPING HAND ACADEMY II","SBCC","PRESCHOOL","188-32 JAMAICA AVENUE","QUEENS","11423","(718) 479-3124","3 YEARS - 5 YEARS","NO DATA","No","4231434","4108160013","412","27","050000","QN07","40.711410357766","-73.769990751812"
"DC36829","104542","LUMINOUS MORRIS LLC","GCC","PRESCHOOL","655 MORRIS AVENUE","BRONX","10451","(718) 682-3650","2 YEARS - 5 YEARS","114","No","2127027","2024410200","201","17","006500","BX34","40.819623295709","-73.921750353814"
"DC36835","105045","KIDDIE ACADEMY OF TRIBECA","GCC","PRESCHOOL","72 READE STREET","MANHATTAN","10007","(646) 973-1964","2 YEARS - 5 YEARS","94","No","1001640","1001507501","101","01","003300","MN24","40.715121190265","-74.006853832613"
"DC36838","105240","Up N Top Inc","GCC","INFANT TODDLER","12-45 150 STREET","QUEENS","11357","(718) 357-1888","0 YEARS - 2 YEARS","6","No","4102700","4045180008","407","19","098100","QN49","40.789633878933","-73.814113710158"
"DC36839","105135","Up N Top Inc","GCC","PRESCHOOL","12-45 150 STREET","QUEENS","11357","(718) 357-1888","2 YEARS - 5 YEARS","50","No","4102700","4045180008","407","19","098100","QN49","40.789633878933","-73.814113710158"
"DC36844","104544","BRIGHT START PT & PTA, PLLC","GCC","PRESCHOOL","2571 E 17TH ST","BROOKLYN","11235","(929) 371-2131","2 YEARS - 5 YEARS","22","No","3204046","3074380049","315","48","059200","BK17","40.588700742696","-73.952542795108"
"DC36845","105044","KIDDIE ACADEMY OF TRIBECA","GCC","INFANT TODDLER","72 READE STREET","MANHATTAN","10007","(646) 973-1964","0 YEARS - 2 YEARS","36","No","1001640","1001507501","101","01","003300","MN24","40.715121190265","-74.006853832613"
"DC36852","N/A","ST. MARK'S DAY SCHOOL","SBCC","PRESCHOOL","1346 PRESIDENT STREET","BROOKLYN","11213","(718) 756-6602","3 YEARS - 5 YEARS","NO DATA","No","3033652","3012850007","309","35","033500","BK63","40.667727729873","-73.944599249782"
"DC36858","104712","THE LEARNING EXPERIENCE","GCC","PRESCHOOL","339 GREENE AVENUE","BROOKLYN","11238","(718) 636-2000","2 YEARS - 5 YEARS","115","No","3396753","3019537503","303","36","023300","BK75","40.68762752143","-73.957891615171"
"DC39423","105239","OIKOS COMMUNITY CORPORATION","GCC","PRESCHOOL","4300 171ST ST","QUEENS","11358","(646) 535-7245","2 YEARS - 5 YEARS","44","No","4438215","4054280041","407","19","119300","QN52","40.75773344045","-73.795862670213"
"DC36871","105573","ALL MY CHILDREN DAY CARE AND NURSERY SCHOOL","GCC","INFANT TODDLER","622 AMSTERDAM AVE","MANHATTAN","10024","(917) 546-6220","0 YEARS - 2 YEARS","28","No","1086107","1012387503","107","06","017900","MN12","40.790385042346","-73.973051926677"
"DC36885","104616","Leebling, inc.","GCC","INFANT TODDLER","1349 47TH ST","BROOKLYN","11219","(718) 484-8714","0 YEARS - 2 YEARS","16","No","3137008","3056230058","312","44","023400","BK88","40.635489508044","-73.989861272875"
"DC36960","104627","YELED VYALDA EARLY CHILDHOOD CENTER","GCC","PRESCHOOL","2433 OCEAN PKWY","BROOKLYN","11235","(718) 648-6100","2 YEARS - 5 YEARS","40","No","3195384","3072010001","315","48","037000","BK19","40.59024240731","-73.965316300815"
"DC36978","104665","METROKIDS CRADLE (SOUTH END) INC","GCC","INFANT TODDLER","25 MARKET STREET","MANHATTAN","10002","(212) 577-2710","0 YEARS - 2 YEARS","18","No","1077812","1002777501","103","01","000800","MN27","40.712843102591","-73.994448586057"
"DC36980","104666","METROKIDS CRADLE (SOUTH END) INC.","GCC","PRESCHOOL","25 MARKET  STREET","MANHATTAN","10002","(212) 577-2710","2 YEARS - 5 YEARS","71","No","1077812","1002777501","103","01","000800","MN27","40.712843102591","-73.994448586057"
"DC36982","N/A","YESHIVAT BETH HILLEL OF KRASNA, INC.","SBCC","PRESCHOOL","4315 16 AVENUE","BROOKLYN","11204","(718) 530-4130","3 YEARS - 5 YEARS","NO DATA","No","3421702","3053790004","312","44","047800","BK88","40.634242434869","-73.982151274988"
"DC37019","104684","Congregation Ohr Shraga D'Veretzky","GCC","INFANT TODDLER","4205 AVENUE P","BROOKLYN","11234","(718) 252-7777","0 YEARS - 2 YEARS","24","No","3254600","3078610006","318","45","065000","BK58","40.619158792644","-73.934179290492"
"DC37038","N/A","Brooklyn Amity School","SBCC","PRESCHOOL","3867 SHORE PARKWAY","BROOKLYN","11235","(718) 891-6100","3 YEARS - 5 YEARS","NO DATA","No","3247917","3088060017","315","46","059800","BK17","40.586321783628","-73.932260418379"
"DC37044","104700","RICHMOND UNIVERSITY MEDICAL CENTER","GCC","PRESCHOOL","44 DONGAN HILLS AVENUE","STATEN ISLAND","10306","(718) 987-7755","2 YEARS - 5 YEARS","57","No","5109568","5035320500","502","50","011401","SI36","40.587914374455","-74.100515500521"
"DC37046","105740","BROOKLYN DOODLES","GCC","PRESCHOOL","39 PUTNAM AVENUE","BROOKLYN","11238","(347) 916-1857","NO DATA","20","No","3056893","3019830079","302","35","023100","BK69","40.682819632529","-73.960580780178"
"DC37076","104674","CHANGING TOMORROW CHILD CARE LLC","GCC","INFANT TODDLER","257 GOLD ST","BROOKLYN","11201","(205) 701-3333","0 YEARS - 2 YEARS","108","No","3396901","3001220013","302","33","001500","BK38","40.696864688542","-73.983147812674"
"DC371","4515","BUSHWICK IMPROVEMENT SOCIETY, INC.","GCC","PRESCHOOL","77-83 STAGG STREET","BROOKLYN","11206","(718) 388-1395","2 YEARS - 5 YEARS","40","No","3070819","3030230032","301","34","051100","BK90","40.709122997742","-73.947417814553"
"DC37109","104868","METROKIDS CRADLE ( SOUTH END) INC.","GCC","PRESCHOOL","101 WEST END AVENUE","MANHATTAN","10023","(212) 362-0135","2 YEARS - 5 YEARS","205","No","1085785","1011710062","107","06","015100","MN14","40.775058198086","-73.988634021267"
"DC37110","105130","METROKIDS CRADLE (SOUTH END) INC.","GCC","INFANT TODDLER","101 WEST END AVENUE","MANHATTAN","10023","(212) 362-0135","0 YEARS - 2 YEARS","82","No","1085785","1011710062","107","06","015100","MN14","40.775058198086","-73.988634021267"
"DC37163","104582","MY LITTLE FOOTPRINTS DAYCARE CORP","GCC","PRESCHOOL","100-09 39 AVENUE","QUEENS","11368","(718) 476-8030","2 YEARS - 5 YEARS","36","No","4536913","4017667501","403","21","040700","QN26","40.749975132185","-73.865453515183"
"DC37177","104671","HELEN KELLER SERVICES FOR THE BLIND","GCC","PRESCHOOL","180 LIVINGSTON STREET","BROOKLYN","11201","(718) 522-2122","2 YEARS - 5 YEARS","75","No","3000484","3001647501","302","33","003700","BK38","40.690044411028","-73.98683839769"
"DC37179","105159","BBB DAYCARE INC.","GCC","PRESCHOOL","3844 FLATLANDS AVE","BROOKLYN","11234","(347) 587-7015","2 YEARS - 5 YEARS","21","No","3219248","3078580046","318","45","064800","BK45","40.619693259188","-73.937716027749"
"DC37196","104585","Athena Scholars Inc.","GCC","PRESCHOOL","815 54 STREET","BROOKLYN","11220","(718) 872-7108","2 YEARS - 5 YEARS","15","No","3138847","3056650072","312","43","010600","BK34","40.63854476799","-74.005483955902"
"DC37208","104746","LITTLE SUNSHINE CENTER","GCC","INFANT TODDLER","5959 BROADWAY","BRONX","10463","(347) 202-7542","0 YEARS - 2 YEARS","9","No","2124471","2057760621","208","11","028500","BX29","40.888948080268","-73.898532081118"
"DC37222","105024","JOY LEARNING GARDEN INC.","GCC","PRESCHOOL","149-17 SANFORD AVE","QUEENS","11355","(718) 229-1888","2 YEARS - 5 YEARS","43","No","4609754","4050557502","407","20","116700","QN51","40.760526346856","-73.814520135282"
"DC37227","104615","LEEBLING, INC.","GCC","PRESCHOOL","1349 47 STREET","BROOKLYN","11219","(718) 484-8714","2 YEARS - 5 YEARS","24","No","3137008","3056230058","312","44","023400","BK88","40.635489508044","-73.989861272875"
"DC45160","106827","PAM'S BEACON INC.","GCC","PRESCHOOL","520 ELLSWORTH AVENUE","BRONX","10465","(646) 667-1699","2 YEARS - 5 YEARS","28","No","2090588","2054880027","210","13","016000","BX52","40.825333224858","-73.814794067415"
"DC37250","104775","Little Berries II Inc.","GCC","INFANT TODDLER","8223 BAY PARKWAY","BROOKLYN","11214","(917) 708-9888","0 YEARS - 2 YEARS","28","No","3164784","3063190001","311","43","029600","BK28","40.604026186726","-73.991623481568"
"DC37262","104982","NEW U UNIVERSE, INC.","GCC","PRESCHOOL","29 EVA AVENUE","STATEN ISLAND","10306","(917) 407-8052","2 YEARS - 5 YEARS","39","No","5056402","5040580326","503","50","012806","SI25","40.560294075155","-74.111774302073"
"DC37275","104479","BROOKLYN KINDERGARTEN SOCIETY","GCC","PRESCHOOL","1592 EAST NEW YORK AVENUE","BROOKLYN","11212","(718) 342-2905","2 YEARS - 5 YEARS","45","No","3339438","3034890001","316","41","090600","BK81","40.672892895805","-73.909345361989"
"DC37279","N/A","ECFS","SBCC","PRESCHOOL","3901 FIELDSTON RD","BRONX","10471","(718) 329-7590","3 YEARS - 5 YEARS","NO DATA","No","2096805","2057810992","208","11","033500","BX22","40.890425399041","-73.905756247904"
"DC37289","104974","LIGHTHOUSE DAYCARE LLC","GCC","PRESCHOOL","1130 AVENUE Z","BROOKLYN","11235","(917) 444-1084","2 YEARS - 5 YEARS","55","No","3204815","3074550012","315","48","060600","BK17","40.587448843375","-73.958927122489"
"DC37290","104713","WIZ KIDS CENTER INC","GCC","PRESCHOOL","2403 AVENUE X","BROOKLYN","11235","(646) 580-8443","2 YEARS - 5 YEARS","109","No","3202357","3074050441","315","48","059401","BK17","40.593191146547","-73.946180810541"
"DC373","1235","BROOKLYN KINDERGARTEN SOCIETY","GCC","PRESCHOOL","860 PARK AVENUE","BROOKLYN","11206","(718) 455-3471","2 YEARS - 5 YEARS","59","No","3324728","3015800001","303","36","028502","BK35","40.698568871295","-73.940801246984"
"DC37363","105134","AMAZING KIDS LEARNING CENTER","GCC","PRESCHOOL","2331 EASTCHESTER ROAD","BRONX","10469","(718) 654-5437","2 YEARS - 5 YEARS","84","No","2050818","2043920040","211","13","031400","BX31","40.860002990538","-73.843083508048"
"DC37159","104581","MY LITTLE FOOTPRINTS DAYCARE CORP","GCC","PRESCHOOL","100-05 39 AVENUE","QUEENS","11368","(718) 476-8030","2 YEARS - 5 YEARS","26","No","4536912","4017667501","403","21","040700","QN26","40.74996966806","-73.865475181335"
"DC38593","105479","BRIGHT HORIZONS AT WEST 53RD","GCC","PRESCHOOL","540 WEST 53 STREET","MANHATTAN","10019","(646) 776-2835","2 YEARS - 5 YEARS","97","No","1090139","1010817503","104","03","013500","MN15","40.767293581479","-73.992194926927"
"DC37409","104590","SAINT DOMINIC'S FAMILY SERVICES","GCC","PRESCHOOL","2340 ANDREWS AVENUE","BRONX","10468","(718) 365-7238","2 YEARS - 5 YEARS","137","No","2094684","2032180035","207","14","025500","BX30","40.862276166853","-73.90658804223"
"DC37427","104801","NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.","GCC","INFANT TODDLER","25 CHAPEL STREET","BROOKLYN","11201","(347) 505-5501","0 YEARS - 2 YEARS","24","No","3335884","3001180006","302","33","001300","BK38","40.697243852664","-73.986014732415"
"DC37447","105824","SUNSHINE INFANT & TODDLER PROGRAM","GCC","INFANT TODDLER","1275 STERLING PL","BROOKLYN","11213","(718) 363-2033","0 YEARS - 2 YEARS","20","No","3389772","3013710001","308","36","034500","BK61","40.671752578853","-73.935990934088"
"DC37474","105131","CHABAD ISRAEL CENTER OF THE UPPER EAST SIDE, INC.","GCC","PRESCHOOL","1766 - 1768 2ND AVE","MANHATTAN","10128","(212) 831-2770","2 YEARS - 5 YEARS","60","No","1090538","1015550001","108","05","015400","MN32","40.781772027553","-73.948884024912"
"DC37494","104716","BRIGHT HORIZONS AT WEST VILLAGE","GCC","PRESCHOOL","644 GREENWICH STREET","MANHATTAN","10014","(646) 348-9012","2 YEARS - 5 YEARS","67","No","1010405","1006030037","102","03","006900","MN23","40.731392099131","-74.007927137473"
"DC23219","26217","B' Above World Wide Institute Inc.","GCC","PRESCHOOL","137-37 FARMERS BLVD.","QUEENS","11434","(718) 528-8751","2 YEARS - 5 YEARS","93","No","4280110","4130210023","412","31","033000","QN02","40.673138554387","-73.763951465089"
"DC19175","8190","ROMAN CATHOLIC CHURCH OF THE HOLY CHILD OF NEW YORK","GCC","PRESCHOOL","4747 AMBOY ROAD","STATEN ISLAND","10312","(718) 356-5890","2 YEARS - 5 YEARS","195","No","5079880","5062050090","503","51","017005","SI01","40.539723682281","-74.170372801462"
"DC375","375","COLONY-SOUTH BROOKLYN HOUSES. INCORPORATED","GCC","PRESCHOOL","720 EUCLID AVENUE","BROOKLYN","11208","(718) 647-2274","2 YEARS - 5 YEARS","40","No","3337053","3042920061","305","42","121000","BK82","40.669290045314","-73.870436516154"
"DC37501","104744","65TH STREET DAYCARE INC.","GCC","PRESCHOOL","1502 WEST 1 STREET","BROOKLYN","11204","(718) 645-1200","2 YEARS - 5 YEARS","108","No","3174624","3066057502","311","44","043400","BK29","40.609867466009","-73.975242800518"
"DC37502","104717","BRIGHT HORIZONS AT WEST VILLAGE","GCC","INFANT TODDLER","644 GREENWICH STREET","MANHATTAN","10014","(646) 348-9012","0 YEARS - 2 YEARS","36","No","1010405","1006030037","102","03","006900","MN23","40.731392099131","-74.007927137473"
"DC37503","104979","FOSTER AVENUE DAYCARE LLC","GCC","PRESCHOOL","631 EAST   18 STREET","BROOKLYN","11226","(718) 210-3233","2 YEARS - 5 YEARS","118","No","3425746","3052187501","314","45","051800","BK42","40.635609386364","-73.960443038594"
"DC37522","N/A","BNOS SQUARE OF WILLIAMSBURG","SBCC","PRESCHOOL","80 SKILLMAN STREET","BROOKLYN","11205","(718) 797-9844","3 YEARS - 5 YEARS","NO DATA","No","3390202","3018990038","303","33","123700","BK75","40.695949490113","-73.957392284134"
"DC37523","N/A","KHYLE/BRENAJ EARLY CHILDHOOD EDUCATION CENTER","SBCC","PRESCHOOL","9718 FLATLANDS AVENUE","BROOKLYN","11236","(718) 346-3636","3 YEARS - 5 YEARS","NO DATA","No","3230136","3082050042","318","46","098800","BK50","40.643804533609","-73.900416142602"
"DC37525","104800","NORTHSIDE CENTER FOR CHILD DEVELOPMENT, INC.","GCC","PRESCHOOL","25 CHAPEL STREET","BROOKLYN","11201","(347) 505-5501","2 YEARS - 5 YEARS","61","No","3335884","3001180006","302","33","001300","BK38","40.697243852664","-73.986014732415"
"DC40369","105609","LA MATERNELLE II LLC","GCC","PRESCHOOL","80 RIVERSIDE BOULEVARD","MANHATTAN","10069","(212) 582-2029","2 YEARS - 5 YEARS","25","No","1087720","1011717507","107","06","015100","MN14","40.775478292477","-73.990229817915"
"DC37552","104682","HAPPY LITTLE BEAR DAY CARE LLC","GCC","PRESCHOOL","94-25 57 AVENUE","QUEENS","11373","(929) 296-0087","2 YEARS - 5 YEARS","49","No","4047077","4019020010","404","25","068300","QN29","40.736310743193","-73.86699675696"
"DC37560","N/A","CONGREGATION MACHNA SHALVA","SBCC","PRESCHOOL","1462 62 STREET","BROOKLYN","11219","(718) 436-2122","3 YEARS - 5 YEARS","NO DATA","No","3141674","3057340045","311","43","025000","BK28","40.625540054642","-73.9961814348"
"DC37567","104827","BAIS SHIFRA INC.","GCC","PRESCHOOL","1327 38TH ST","BROOKLYN","11218","(718) 431-2991","2 YEARS - 5 YEARS","154","No","3328346","3053000062","312","39","022600","BK88","40.640739737343","-73.984960060517"
"DC37586","104743","OXBRIDGE DEVELOPMENT CENTER, LLC","GCC","PRESCHOOL","87-22 51 AVENUE","QUEENS","11373","(718) 271-0200","2 YEARS - 5 YEARS","82","Yes","4618214","4018377502","404","25","047300","QN29","40.73898061828","-73.876103073755"
"DC37594","104724","BRIGHT HORIZONS AT DUMBO","GCC","INFANT TODDLER","60 WATER ST","BROOKLYN","11201","(332) 255-8599","0 YEARS - 2 YEARS","38","No","3398406","3000367504","302","33","002100","BK38","40.703263686693","-73.991665063676"
"DC37595","104725","BRIGHT HORIZONS AT DUMBO","GCC","PRESCHOOL","60 WATER ST","BROOKLYN","11201","(332) 255-8599","2 YEARS - 5 YEARS","86","No","3398406","3000367504","302","33","002100","BK38","40.703263686693","-73.991665063676"
"DC37599","104926","VIVVI 1, LLC","GCC","INFANT TODDLER","75 VARICK STREET","MANHATTAN","10013","(212) 519-7660","0 YEARS - 2 YEARS","44","No","1002934","1002260001","102","01","003700","MN24","40.723210056549","-74.006226924442"
"DC37603","104927","VIVVI 1, LLC","GCC","PRESCHOOL","75 VARICK  STREET","MANHATTAN","10013","(212) 519-7660","2 YEARS - 5 YEARS","55","No","1002934","1002260001","102","01","003700","MN24","40.723210056549","-74.006226924442"
"DC37613","104797","SHOLOM, SHOLOM INC.","GCC","PRESCHOOL","71-12 MAIN STREET","QUEENS","11367","(718) 487-3114","2 YEARS - 5 YEARS","177","No","4143347","4066190132","408","24","077902","QN37","40.727637058133","-73.822257314591"
